TARGET_BAD_FLAG,TARGET_LOSS_AMT,LOAN,IMP_MORTDUE,M_MORTDUE,IMP_VALUE,M_VALUE,IMP_YOJ,M_YOJ,IMP_DEROG,M_DEROG,IMP_DELINQ,M_DELINQ,IMP_CLAGE,M_CLAGE,IMP_NINQ,M_NINQ,IMP_CLNO,M_CLNO,IMP_DEBTINC,M_DEBTINC,FLAG.Job.Mgr,FLAG.Job.Office,FLAG.Job.Other,FLAG.Job.ProfExe,FLAG.Job.Sales,FLAG.Job.Self,FLAG.Reason.DebtCon,FLAG.Reason.HomeImp
0,0,36611.26,141458,0,104346,0,4.3,0,1,0,0,0,434.3,0,1,1,34,0,32.02,0,0,1,0,0,0,0,0,1
0,0,13917.33,73000,1,45945,0,5.7,0,1,0,1,0,278.7,0,3,0,19,0,33.0,1,1,0,0,0,0,0,1,0
1,20289.19,14420.7,73000,1,106854,0,9.0,1,1,0,0,0,214.6,0,1,0,15,0,31.94,0,0,0,0,1,0,0,1,0
0,0,31525.96,124658,0,144958,0,15.0,0,0,0,0,0,219.5,0,2,0,22,0,20.74,0,0,1,0,0,0,0,0,1
0,0,3392.64,63299,0,121596,0,10.1,0,0,0,0,0,304.9,0,1,0,18,0,43.73,0,0,0,0,1,0,0,0,1
0,0,5349.62,43441,0,41447,0,0.8,0,1,0,0,0,141.7,0,2,0,23,0,53.33,0,0,1,0,0,0,0,1,0
0,0,37094.52,73000,1,61514,0,7.1,0,0,1,2,0,118.4,0,1,0,44,0,20.98,0,0,0,0,0,0,1,1,0
0,0,3640.63,0,0,151746,0,0.2,0,0,1,0,0,118.9,0,0,0,30,0,39.75,0,0,0,0,1,0,0,0,1
0,0,9070.06,73000,1,101000,1,4.9,0,0,0,0,0,222.8,0,0,0,23,0,42.75,0,0,0,1,0,0,0,1,0
0,0,31834.23,54060,0,74434,0,15.5,0,0,0,2,0,246.4,0,0,0,28,0,39.0,0,0,0,1,0,0,0,1,0
0,0,1609.9,4752,0,172870,0,3.2,0,0,0,0,0,134.2,0,0,0,25,0,43.81,0,0,0,0,1,0,0,1,0
0,0,17922.24,100234,0,142255,0,10.7,0,0,0,1,0,242.7,0,2,0,7,0,25.11,0,0,0,0,1,0,0,1,0
0,0,6354.36,92664,0,121571,0,9.2,0,2,0,1,0,188.5,0,0,0,21,0,31.94,0,0,0,1,0,0,0,1,0
0,0,19736.59,32976,0,82233,0,10.3,0,0,0,2,0,290.8,0,0,0,20,0,33.0,1,0,0,0,0,0,1,0,1
0,0,35280.61,79343,0,163524,0,0.3,0,1,0,1,0,148.1,0,1,0,32,0,26.35,0,0,0,0,0,1,0,1,0
0,0,6858.58,56167,0,67909,0,21.4,0,1,0,0,1,180.0,1,2,0,19,0,23.12,0,0,0,0,1,0,0,1,0
1,3570.31,17670.67,113574,0,125429,0,13.9,0,0,0,1,0,82.9,0,0,0,30,0,29.28,0,0,1,0,0,0,0,0,1
1,43.65,28881.92,75304,0,114667,0,9.0,1,0,0,1,0,135.1,0,1,0,9,0,33.0,1,0,0,0,0,1,0,0,1
0,0,33285.05,73000,1,175590,0,22.6,0,2,0,1,0,162.7,0,1,0,30,0,33.0,1,0,0,0,0,1,0,0,1
1,89.16,8114.56,70312,0,26335,0,3.6,0,1,0,0,0,180.0,1,1,1,9,0,26.03,0,0,0,1,0,0,0,0,1
0,0,17523.14,132456,0,201859,0,12.4,0,1,0,1,0,308.7,0,2,0,11,0,35.24,0,0,0,0,0,0,1,0,1
1,11458.82,5227.63,73000,1,31546,0,0.8,0,0,0,0,0,140.9,0,1,1,18,0,54.77,0,0,0,1,0,0,0,1,0
0,0,1330.67,61157,0,91832,0,15.9,0,0,0,0,1,63.3,0,3,0,29,0,41.62,0,1,0,0,0,0,0,0,1
1,19111.49,27612.59,122368,0,130968,0,11.3,0,1,0,2,0,175.9,0,0,0,19,0,30.16,0,1,0,0,0,0,0,0,1
0,0,39883.37,0,0,30497,0,10.0,0,0,0,2,0,67.7,0,0,0,23,0,33.0,1,0,0,0,0,0,1,0,1
0,0,19457.18,55727,0,147604,0,1.9,0,0,0,0,0,298.1,0,0,0,35,0,16.68,0,0,0,0,0,1,0,0,1
0,0,35145.92,50100,0,43890,0,9.0,1,2,0,0,0,228.3,0,0,0,28,0,22.26,0,1,0,0,0,0,0,1,0
0,0,36780.95,5996,0,104428,0,4.4,0,1,0,0,0,175.8,0,2,0,21,1,27.58,0,0,0,0,1,0,0,1,0
0,0,15098.22,73000,1,122668,0,19.2,0,0,0,1,0,196.1,0,0,0,1,0,33.0,1,0,0,0,1,0,0,0,1
0,0,12579.29,148237,0,149191,0,6.1,0,1,0,0,0,228.3,0,0,0,19,0,22.64,0,0,0,0,0,0,1,0,1
1,1226.79,35963.54,116049,0,79615,0,6.5,0,0,0,2,0,121.5,0,1,0,20,0,28.44,0,0,1,0,0,0,0,0,1
0,0,8455.2,30359,0,0,0,7.1,0,1,0,0,0,181.7,0,2,0,12,0,40.93,0,0,0,0,0,1,0,1,0
0,0,15880.97,53212,0,82822,0,2.0,0,2,0,0,0,277.8,0,3,0,4,0,33.0,1,0,0,0,1,0,0,1,0
0,0,34216.5,89440,0,176717,0,19.6,0,0,0,0,0,221.7,0,0,0,35,0,31.7,0,0,0,0,1,0,0,1,0
1,16542.1,36453.3,73000,1,179485,0,11.0,0,0,0,0,0,82.0,0,2,0,18,0,34.62,0,0,0,0,0,0,1,1,0
0,0,13406.87,58208,0,109446,0,19.9,0,0,0,0,0,206.1,0,0,0,23,0,33.0,1,0,0,0,0,1,0,1,0
0,0,1986.31,61627,0,0,0,13.0,0,1,0,1,0,64.7,0,1,1,24,0,55.9,0,1,0,0,0,0,0,0,1
0,0,5784.69,89769,0,98861,0,13.4,0,0,1,0,0,95.9,0,2,0,3,0,41.1,0,0,1,0,0,0,0,1,0
0,0,36241.89,42626,0,47405,0,5.4,0,1,0,2,0,183.3,0,0,0,13,0,34.6,0,1,0,0,0,0,0,0,1
1,19502.01,4254.27,110263,0,126192,0,13.0,0,0,0,0,0,9.2,0,3,0,27,0,47.65,0,0,0,0,0,1,0,0,1
1,1236.82,9027.44,115777,0,56293,0,12.1,0,0,0,1,0,70.6,0,4,0,40,0,20.1,0,0,0,0,0,1,0,0,1
0,0,5471.35,23241,0,74932,0,10.9,0,0,0,0,1,129.0,0,0,0,18,0,38.24,0,0,1,0,0,0,0,1,0
1,16220.61,11843.89,8419,0,42489,0,14.7,0,0,0,0,0,230.9,0,3,0,20,0,29.35,0,0,0,1,0,0,0,1,0
0,0,34388.02,160864,0,93505,0,3.2,0,0,1,0,1,154.5,0,1,0,13,0,26.5,0,0,0,0,1,0,0,0,1
0,0,18728.69,60958,0,123410,0,8.3,0,0,1,0,0,122.7,0,4,0,29,0,49.09,0,1,0,0,0,0,0,1,0
0,0,31612.82,73000,1,170981,0,0.7,0,0,0,1,0,251.9,0,1,0,0,0,29.14,0,0,0,0,0,1,0,0,1
0,0,39077.63,79708,0,97138,0,4.0,0,1,0,1,0,174.7,0,0,0,23,0,33.48,0,0,1,0,0,0,0,0,1
1,14538.78,9137.8,31722,0,71315,0,6.1,0,1,0,1,0,149.3,0,3,0,12,0,32.17,0,0,0,0,0,1,0,1,0
1,16003.72,35171.65,72073,0,67633,0,19.1,0,0,0,1,0,164.2,0,1,1,21,0,42.45,0,0,0,0,1,0,0,1,0
0,0,16704.99,32207,0,70211,0,4.8,0,0,0,1,0,187.5,0,2,0,25,0,30.12,0,0,0,0,0,0,1,0,1
0,0,7670.14,84613,0,55078,0,9.0,1,1,0,2,0,257.9,0,0,0,25,0,39.22,0,0,0,0,0,0,1,0,1
0,0,1812.25,154506,0,86105,0,15.5,0,0,1,0,1,180.0,1,1,0,14,0,33.0,1,0,0,0,0,0,1,0,1
0,0,29657.79,3919,0,98605,0,9.0,1,0,0,2,0,294.1,0,0,0,21,1,21.12,0,0,1,0,0,0,0,1,0
0,0,2205.28,18477,0,68481,0,22.3,0,0,1,0,0,298.0,0,5,0,19,0,28.82,0,0,0,1,0,0,0,0,1
1,15606.41,23601.16,102178,0,112631,0,5.9,0,0,1,0,1,223.0,0,1,0,18,0,42.91,0,0,0,0,1,0,0,1,0
0,0,33193.35,86201,0,96466,0,9.1,0,1,0,1,0,34.4,0,1,0,20,0,28.68,0,1,0,0,0,0,0,0,1
0,0,19453.93,28332,0,166095,0,12.1,0,0,0,0,0,281.6,0,0,0,14,0,33.0,1,0,0,0,0,1,0,0,1
0,0,15662.67,61675,0,78325,0,10.5,0,1,0,0,0,180.0,1,2,0,31,0,30.79,0,0,0,1,0,0,0,1,0
0,0,15551.33,10768,0,34514,0,11.0,0,0,0,0,0,77.6,0,1,0,50,0,37.51,0,1,0,0,0,0,0,1,0
0,0,27302.11,26544,0,129811,0,10.6,0,0,0,0,0,156.9,0,1,1,6,0,33.0,1,0,0,0,0,1,0,1,0
0,0,10641.04,80110,0,107093,0,14.3,0,0,0,1,0,344.2,0,0,0,26,0,37.38,0,0,1,0,0,0,0,1,0
0,0,28285.52,76000,0,64078,0,9.7,0,0,0,1,0,28.2,0,2,0,28,0,33.0,1,0,0,0,0,0,1,0,1
1,704.2,36375.28,116711,0,89291,0,15.5,0,0,0,0,0,288.2,0,0,0,13,0,29.95,0,0,0,0,0,0,1,0,1
0,0,3660.19,97481,0,57192,0,13.7,0,1,0,0,0,311.3,0,1,1,21,1,32.38,0,0,0,0,1,0,0,0,1
0,0,10029.85,44126,0,170596,0,2.8,0,0,0,0,0,180.0,1,2,0,12,0,33.0,1,0,1,0,0,0,0,0,1
1,11475.11,18530.88,111155,0,148602,0,1.5,0,0,0,0,0,222.0,0,5,0,21,1,33.52,0,0,0,0,0,1,0,1,0
0,0,27612.09,135310,0,81939,0,12.5,0,2,0,2,0,81.9,0,0,0,7,0,29.33,0,1,0,0,0,0,0,0,1
1,19693.32,33031.78,71005,0,122112,0,2.9,0,1,0,1,0,63.9,0,1,0,1,0,28.2,0,1,0,0,0,0,0,0,1
0,0,8819.94,67497,0,129324,0,10.7,0,0,1,0,0,217.5,0,0,0,24,0,26.11,0,0,0,0,0,0,1,1,0
0,0,19672.09,117052,0,153420,0,10.0,0,1,0,1,0,180.0,1,1,0,15,0,32.38,0,0,0,0,1,0,0,0,1
0,0,17759.03,66012,0,132310,0,14.7,0,0,0,0,1,192.8,0,3,0,35,0,23.83,0,1,0,0,0,0,0,1,0
0,0,3987.86,73000,1,121298,0,6.1,0,0,0,0,1,185.8,0,0,0,18,0,37.86,0,0,0,1,0,0,0,0,1
0,0,10524.03,58651,0,77440,0,16.9,0,0,0,0,1,318.8,0,0,0,16,0,31.66,0,1,0,0,0,0,0,1,0
0,0,26346.42,54123,0,107349,0,7.8,0,0,1,0,0,294.7,0,1,0,23,0,30.62,0,0,0,0,0,1,0,0,1
0,0,36492.11,78499,0,57453,0,20.3,0,0,0,1,0,278.7,0,0,0,25,0,23.5,0,0,0,1,0,0,0,0,1
0,0,29049.59,76700,0,66320,0,14.2,0,0,0,0,0,117.9,0,1,1,33,0,32.29,0,0,0,0,0,1,0,1,0
1,11483.41,23169.2,103167,0,98427,0,13.4,0,0,0,1,0,185.9,0,2,0,14,0,33.0,1,0,0,0,1,0,0,1,0
0,0,7805.32,41004,0,82758,0,4.8,0,0,0,0,0,208.9,0,5,0,40,0,34.56,0,1,0,0,0,0,0,1,0
0,0,4021.69,28102,0,119611,0,0.0,0,1,0,1,0,146.8,0,0,0,30,0,33.0,1,1,0,0,0,0,0,0,1
0,0,36563.03,73000,1,37691,0,1.0,0,0,0,0,0,190.6,0,1,0,25,0,32.96,0,0,1,0,0,0,0,0,1
0,0,5728.45,124699,0,45328,0,2.9,0,0,0,1,0,139.8,0,1,0,30,0,14.07,0,1,0,0,0,0,0,0,1
0,0,3981.31,107063,0,68598,0,9.5,0,1,0,0,0,287.2,0,0,0,24,0,25.99,0,0,0,0,0,1,0,1,0
0,0,25672.56,85169,0,101000,1,13.0,0,1,0,0,1,135.9,0,0,0,0,0,48.11,0,0,0,0,1,0,0,1,0
0,0,5642.16,30602,0,149345,0,3.4,0,2,0,1,0,101.9,0,2,0,16,0,33.62,0,0,0,0,0,1,0,1,0
1,17721.43,1303.57,23064,0,63820,0,14.0,0,1,0,0,1,278.5,0,0,0,19,0,22.95,0,1,0,0,0,0,0,1,0
0,0,11851.99,98271,0,74162,0,7.1,0,1,0,1,0,155.4,0,1,0,29,0,28.14,0,1,0,0,0,0,0,1,0
1,15171.04,33467.68,73000,1,132144,0,25.0,0,0,0,0,0,135.5,0,0,0,19,0,48.94,0,1,0,0,0,0,0,1,0
0,0,13757.51,97973,0,90628,0,18.7,0,0,0,0,0,317.7,0,0,0,21,1,19.09,0,1,0,0,0,0,0,1,0
1,16618.2,15672.15,129061,0,77468,0,13.4,0,0,0,2,0,33.3,0,2,0,21,0,36.63,0,0,0,0,1,0,0,1,0
0,0,19885.09,59088,0,77355,0,6.9,0,1,0,0,1,256.1,0,3,0,10,0,33.0,1,0,0,0,1,0,0,0,1
0,0,14555.56,125457,0,165530,0,19.4,0,0,1,0,0,216.1,0,4,0,14,0,43.75,0,0,0,0,1,0,0,0,1
0,0,3130.7,44996,0,103877,0,4.3,0,0,0,0,0,139.6,0,3,0,21,1,22.89,0,0,0,1,0,0,0,1,0
0,0,21227.31,120939,0,109372,0,12.9,0,0,0,2,0,209.6,0,1,1,45,0,35.38,0,0,0,0,1,0,0,1,0
1,3841.11,12757.19,81624,0,177816,0,17.7,0,1,0,0,1,112.7,0,1,0,21,1,33.0,1,0,0,0,0,0,1,0,1
1,12117.44,24621.97,59525,0,137802,0,8.3,0,1,0,0,1,192.6,0,0,0,17,0,33.05,0,0,0,0,1,0,0,0,1
0,0,28868.57,73000,1,118460,0,1.5,0,1,0,0,1,274.1,0,2,0,44,0,20.47,0,0,0,0,0,1,0,1,0
1,10368.43,20243.29,116616,0,95916,0,4.2,0,0,0,0,0,89.0,0,0,0,22,0,41.86,0,1,0,0,0,0,0,0,1
0,0,15651.76,8125,0,140209,0,18.9,0,0,0,0,0,212.2,0,0,0,14,0,36.97,0,0,0,0,0,0,1,0,1
0,0,24988.92,32880,0,148087,0,11.7,0,1,0,0,0,274.8,0,1,0,2,0,33.54,0,0,1,0,0,0,0,0,1
1,8118.11,39102.07,68065,0,127433,0,19.0,0,1,0,1,0,123.3,0,1,0,18,0,47.66,0,0,0,0,1,0,0,0,1
0,0,26022.37,125586,0,83476,0,7.2,0,0,0,0,0,97.5,0,3,0,37,0,30.28,0,0,1,0,0,0,0,1,0
1,1714.35,10041.41,92282,0,202357,0,9.0,1,0,0,2,0,297.0,0,0,0,37,0,34.87,0,0,0,0,0,1,0,0,1
0,0,35448.14,127601,0,7091,0,5.8,0,0,0,1,0,54.6,0,1,0,23,0,26.78,0,0,0,0,0,1,0,1,0
0,0,7981.22,16391,0,149505,0,9.0,1,0,0,1,0,180.0,1,0,0,18,0,33.32,0,0,0,0,0,0,1,1,0
0,0,33109.7,132825,0,22882,0,1.1,0,0,0,0,1,157.8,0,3,0,34,0,33.0,1,0,0,0,0,0,1,1,0
0,0,34457.72,110444,0,140449,0,0.8,0,0,0,0,0,315.5,0,1,1,16,0,33.0,1,0,1,0,0,0,0,1,0
0,0,4274.78,42894,0,113580,0,14.4,0,0,1,0,0,258.1,0,0,0,9,0,33.0,1,0,0,0,0,1,0,1,0
0,0,31760.73,107854,0,87937,0,11.0,0,1,0,0,0,181.7,0,0,0,23,0,36.96,0,0,1,0,0,0,0,0,1
0,0,7907.37,55767,0,167838,0,3.3,0,0,0,0,1,62.3,0,0,0,29,0,24.65,0,0,1,0,0,0,0,0,1
0,0,20646.84,132881,0,106393,0,6.1,0,0,1,0,0,198.1,0,2,0,21,1,40.4,0,0,0,0,0,0,1,0,1
0,0,1308.03,41202,0,120256,0,14.1,0,0,0,2,0,201.1,0,0,0,25,0,27.92,0,0,0,1,0,0,0,1,0
0,0,35219.88,98971,0,144466,0,4.1,0,0,1,0,0,336.7,0,0,0,30,0,33.0,1,0,0,1,0,0,0,1,0
0,0,13061.67,80140,0,20477,0,13.0,0,0,0,1,0,210.2,0,1,0,36,0,25.72,0,0,0,0,0,0,1,0,1
0,0,36600.49,78218,0,135453,0,0.6,0,1,0,2,0,306.1,0,0,0,18,0,34.91,0,0,0,0,0,1,0,1,0
0,0,24732.37,77296,0,58078,0,0.0,0,0,0,1,0,221.8,0,0,0,33,0,33.0,1,0,0,0,1,0,0,1,0
1,10537.85,27611.25,121451,0,82762,0,9.6,0,0,1,0,0,105.4,0,0,0,31,0,30.98,0,0,0,0,0,1,0,0,1
0,0,31459.14,129639,0,168042,0,6.5,0,0,0,0,1,386.6,0,1,0,7,0,31.97,0,0,0,0,1,0,0,0,1
1,9823.47,34847.97,60576,0,104565,0,0.4,0,0,1,0,0,250.4,0,1,0,24,0,33.0,1,0,0,0,0,1,0,1,0
1,15269.29,6641.13,0,0,104912,0,2.6,0,0,0,0,1,80.3,0,3,0,24,0,40.72,0,0,0,1,0,0,0,0,1
0,0,1872.96,102335,0,90359,0,12.9,0,0,0,0,0,252.1,0,1,0,39,0,33.58,0,0,1,0,0,0,0,0,1
0,0,2783.95,30225,0,101000,1,14.2,0,0,0,0,0,210.2,0,0,0,19,0,27.53,0,0,0,0,0,1,0,0,1
0,0,25756.13,54144,0,101000,1,5.5,0,1,0,0,0,121.6,0,1,0,24,0,26.04,0,0,1,0,0,0,0,0,1
0,0,30283.44,35263,0,75349,0,9.8,0,0,0,0,0,150.3,0,4,0,12,0,33.0,1,0,0,0,1,0,0,1,0
0,0,5314.68,53414,0,188300,0,17.8,0,0,0,1,0,139.8,0,0,0,8,0,23.14,0,0,0,0,1,0,0,0,1
0,0,12165.05,72286,0,151479,0,9.0,1,1,0,0,0,271.3,0,2,0,22,0,34.8,0,0,0,0,0,1,0,1,0
0,0,29553.77,106406,0,87600,0,6.0,0,0,0,1,0,97.2,0,2,0,16,0,41.52,0,0,0,1,0,0,0,1,0
0,0,35883.38,156896,0,68258,0,10.3,0,1,0,0,0,119.5,0,0,0,21,1,33.0,1,0,0,0,0,0,1,0,1
0,0,39825.85,82900,0,87905,0,8.2,0,0,0,0,0,176.0,0,1,0,31,0,24.7,0,0,0,0,0,0,1,0,1
0,0,5838.22,121076,0,94406,0,22.0,0,1,0,1,0,196.5,0,0,0,40,0,40.69,0,0,0,1,0,0,0,0,1
0,0,18342.21,87433,0,33129,0,9.3,0,0,0,0,0,238.5,0,3,0,33,0,29.33,0,0,1,0,0,0,0,0,1
0,0,11034.92,136400,0,136273,0,9.0,1,0,0,1,0,0.5,0,2,0,11,0,28.09,0,0,0,0,1,0,0,1,0
0,0,19800.05,34094,0,105415,0,9.7,0,1,0,0,0,137.5,0,1,1,15,0,38.91,0,0,0,0,0,0,1,1,0
0,0,2280.78,9076,0,152137,0,6.5,0,0,1,0,0,82.3,0,2,0,31,0,50.12,0,0,0,0,0,0,1,0,1
1,14032.57,39195.72,69811,0,137103,0,22.2,0,0,0,1,0,241.3,0,1,1,33,0,41.18,0,0,0,0,1,0,0,1,0
1,17070.13,23985.66,73000,1,78993,0,18.2,0,0,0,0,0,116.0,0,1,0,31,0,28.64,0,0,0,0,0,0,1,0,1
0,0,21755.41,40376,0,157925,0,18.0,0,0,1,1,0,117.0,0,1,0,6,0,26.31,0,0,1,0,0,0,0,1,0
0,0,9315.44,123968,0,77437,0,16.8,0,0,0,0,0,195.3,0,0,0,35,0,49.73,0,0,0,0,1,0,0,0,1
0,0,11251.36,142495,0,66776,0,7.1,0,0,0,0,1,124.2,0,3,0,24,0,26.83,0,0,1,0,0,0,0,1,0
0,0,10981.24,81569,0,148002,0,10.1,0,0,0,0,0,175.0,0,2,0,34,0,29.15,0,0,0,0,0,0,1,0,1
0,0,36446.61,40675,0,103967,0,17.0,0,1,0,1,0,161.0,0,0,0,36,0,33.0,1,1,0,0,0,0,0,0,1
0,0,23336.59,100321,0,97273,0,9.0,1,0,0,0,0,114.8,0,4,0,26,0,29.61,0,0,0,1,0,0,0,1,0
0,0,28458.35,73000,1,175634,0,3.0,0,0,1,0,0,180.0,1,1,0,22,0,35.32,0,0,0,0,0,0,1,1,0
0,0,23046.97,27918,0,111589,0,0.5,0,2,0,2,0,181.7,0,0,0,1,0,37.97,0,1,0,0,0,0,0,1,0
0,0,14252.58,12491,0,89025,0,9.0,1,0,0,1,0,187.2,0,2,0,36,0,26.05,0,0,0,1,0,0,0,1,0
1,23118.15,6783.07,13890,0,145768,0,9.0,1,0,1,1,0,292.2,0,0,0,28,0,32.67,0,0,0,0,1,0,0,1,0
0,0,15629.44,86993,0,98190,0,2.5,0,0,0,1,0,224.0,0,2,0,33,0,42.31,0,0,0,0,0,1,0,0,1
0,0,13358.3,115061,0,222700,0,8.9,0,0,1,1,0,98.8,0,4,0,15,0,33.0,1,0,0,0,0,0,1,0,1
0,0,1618.15,226218,0,88744,0,5.8,0,0,0,1,0,156.5,0,1,0,20,0,26.35,0,0,0,0,1,0,0,1,0
1,7664.8,21225.39,115297,0,167703,0,9.0,1,0,0,0,0,226.8,0,1,1,21,0,32.58,0,0,0,0,0,1,0,0,1
0,0,29178.39,81877,0,119097,0,6.7,0,0,0,0,0,272.4,0,1,0,21,0,32.7,0,0,0,0,0,1,0,1,0
0,0,30200.04,108290,0,111485,0,13.6,0,0,1,1,0,210.4,0,1,0,16,0,26.99,0,0,0,0,0,1,0,0,1
0,0,6136.58,21072,0,132157,0,23.9,0,0,1,1,0,180.0,1,1,0,15,0,25.69,0,0,0,0,0,1,0,0,1
0,0,9378.61,76721,0,79398,0,8.0,0,1,0,0,0,214.4,0,0,0,16,0,33.0,1,0,0,1,0,0,0,0,1
0,0,38625.39,93146,0,124017,0,3.4,0,0,0,0,1,275.7,0,0,0,21,0,38.2,0,1,0,0,0,0,0,1,0
0,0,14803.52,145033,0,152637,0,20.3,0,0,0,1,0,152.5,0,2,0,7,0,33.0,1,0,0,0,0,1,0,0,1
0,0,11858.43,167343,0,73077,0,23.6,0,0,0,0,0,179.1,0,0,0,42,0,33.0,1,0,1,0,0,0,0,1,0
0,0,7218.28,87949,0,72439,0,6.1,0,1,0,0,0,71.1,0,0,0,20,0,40.03,0,0,0,0,0,1,0,1,0
0,0,24339.41,77800,0,149027,0,5.9,0,0,0,0,0,180.0,1,2,0,14,0,39.17,0,0,0,0,1,0,0,0,1
0,0,5018.96,127838,0,52536,0,3.3,0,0,0,0,0,69.9,0,0,0,20,0,39.01,0,0,0,1,0,0,0,0,1
1,3337.87,4944.11,83279,0,69498,0,7.3,0,0,0,0,0,119.7,0,3,0,17,0,38.37,0,1,0,0,0,0,0,1,0
0,0,27231.77,107451,0,74227,0,1.9,0,1,0,0,0,151.2,0,1,1,6,0,33.0,1,0,0,0,1,0,0,1,0
0,0,34127.77,87603,0,118211,0,3.2,0,0,0,1,0,167.5,0,4,0,13,0,30.94,0,0,1,0,0,0,0,0,1
0,0,14016.77,24146,0,51677,0,10.5,0,0,0,0,0,272.0,0,1,0,37,0,43.64,0,0,0,1,0,0,0,1,0
1,22931.77,23692.03,32155,0,83248,0,0.5,0,0,0,0,1,37.9,0,0,0,18,0,23.36,0,0,0,1,0,0,0,1,0
0,0,9768.17,133609,0,101672,0,9.0,1,0,0,2,0,35.5,0,2,0,40,0,29.52,0,0,0,0,0,1,0,1,0
0,0,34068.29,23908,0,70232,0,8.8,0,0,0,0,0,261.4,0,1,0,30,0,47.93,0,0,0,0,0,1,0,1,0
1,12268.48,36781.7,0,0,86587,0,0.6,0,0,0,1,0,206.1,0,0,0,11,0,33.0,1,0,0,0,1,0,0,1,0
0,0,19588.43,72776,0,139763,0,11.6,0,0,1,3,0,48.9,0,2,0,16,0,27.14,0,0,1,0,0,0,0,0,1
1,18888.84,22044.89,73000,1,65481,0,7.4,0,0,0,0,0,111.5,0,1,0,35,0,37.85,0,1,0,0,0,0,0,0,1
1,6944.83,37899.74,0,0,51768,0,7.7,0,0,1,0,0,285.2,0,2,0,30,0,28.11,0,0,0,0,0,1,0,0,1
1,16413.28,24640.22,86879,0,99228,0,9.0,1,0,0,3,0,211.9,0,2,0,19,0,34.45,0,0,1,0,0,0,0,0,1
0,0,35766.03,50714,0,11852,0,9.0,1,0,0,3,0,127.3,0,1,0,30,0,40.6,0,0,0,0,0,1,0,0,1
0,0,37215.65,45466,0,63433,0,13.9,0,0,0,1,0,212.7,0,3,0,37,0,26.06,0,0,0,0,0,1,0,1,0
0,0,4547.19,23356,0,19037,0,2.7,0,0,0,2,0,288.6,0,0,0,27,0,29.0,0,0,0,0,1,0,0,0,1
0,0,28257.16,114453,0,206287,0,13.4,0,1,0,0,0,154.2,0,1,0,24,0,32.41,0,0,0,0,0,0,1,1,0
0,0,27564.2,99705,0,109671,0,10.1,0,1,0,0,1,129.4,0,2,0,18,0,23.44,0,0,1,0,0,0,0,0,1
0,0,15499.57,0,0,124897,0,10.1,0,1,0,0,0,139.6,0,0,0,19,0,45.13,0,0,0,1,0,0,0,1,0
0,0,20040.44,27608,0,63835,0,0.8,0,1,0,2,0,301.5,0,0,0,42,0,40.31,0,0,0,1,0,0,0,0,1
1,16047.45,5656.63,55978,0,183234,0,2.4,0,2,0,3,0,201.5,0,4,0,24,0,27.42,0,1,0,0,0,0,0,1,0
0,0,29271.5,73000,1,126803,0,9.4,0,1,0,0,1,29.9,0,4,0,15,0,33.0,1,0,0,0,1,0,0,1,0
0,0,24464.74,67421,0,126924,0,11.0,0,0,1,0,0,180.0,1,1,1,21,1,40.39,0,0,1,0,0,0,0,1,0
0,0,3883.04,87214,0,190684,0,0.2,0,0,0,0,0,120.6,0,0,0,26,0,30.76,0,0,1,0,0,0,0,0,1
0,0,7799.77,220149,0,66577,0,21.6,0,0,0,0,0,77.1,0,2,0,13,0,21.69,0,0,0,0,1,0,0,0,1
0,0,13714.43,105148,0,95899,0,4.3,0,1,0,2,0,266.8,0,0,0,17,0,33.0,1,0,0,0,0,0,1,0,1
0,0,33482.63,73000,1,38842,0,5.1,0,0,0,1,0,263.3,0,1,0,14,0,37.52,0,0,1,0,0,0,0,1,0
0,0,19274.61,106664,0,172017,0,20.8,0,0,0,0,0,180.0,1,0,0,40,0,38.09,0,0,1,0,0,0,0,1,0
0,0,12994.91,124149,0,126341,0,3.0,0,0,0,1,0,132.5,0,4,0,36,0,24.43,0,0,1,0,0,0,0,1,0
0,0,6719.21,28115,0,101866,0,5.2,0,0,0,1,0,282.3,0,0,0,45,0,29.41,0,1,0,0,0,0,0,0,1
1,21230.76,6262.79,60611,0,143799,0,11.6,0,0,0,0,1,21.1,0,1,0,19,0,33.0,1,0,0,1,0,0,0,1,0
0,0,36326.85,100986,0,111671,0,7.2,0,0,0,0,0,189.1,0,4,0,21,1,20.31,0,1,0,0,0,0,0,0,1
0,0,14089.76,132083,0,148756,0,0.7,0,1,0,0,0,160.3,0,1,1,17,0,33.0,1,0,1,0,0,0,0,1,0
0,0,7907.18,120825,0,124266,0,19.0,0,1,0,1,0,162.4,0,4,0,18,0,33.0,1,0,0,0,0,0,1,1,0
1,8559.64,29011.92,64163,0,38526,0,13.4,0,0,0,1,0,154.2,0,0,0,19,0,22.36,0,0,1,0,0,0,0,0,1
1,2132.91,22137.94,72224,0,79322,0,1.4,0,0,0,3,0,83.5,0,0,0,4,0,39.65,0,0,0,1,0,0,0,0,1
0,0,3521.48,73000,1,60195,0,18.4,0,1,0,0,1,178.7,0,0,0,11,0,33.0,1,0,0,1,0,0,0,0,1
0,0,29945.51,26279,0,107489,0,13.5,0,0,1,0,0,255.9,0,4,0,0,0,28.77,0,0,0,0,1,0,0,1,0
